Content, Url,Date
"Great mouse ,works with iPad Pro 10.5 running iOS 13.4 So I purchased this mouse once but returned it because the scrolling feature did not work on iPad Pro 10.5 iOS 13.2 BUT now that iOS 13.4 is out, it now scrolls. Mostly the mouse works like any other mouse. It has the ability to use gestures and they appear to work. I have a Microsoft mouse and the Magic Mouse 2 functions better at scrolling. The Magic Mouse 2 also scrolls from side to side, if the app supports it. The Microsoft mouse has a wheel and you need to spin it somewhat fast to get it to function somewhat smoothly. Some people said you cannot get to the home screen using it but you can, it's just kind of odd. You basically take the pointer pull it towards the bottom of the screen and that brings up the application in the bar/menu/etc. Pull it quickly towards the bottom and it will downsize the app you are in and expose the desktop. Perform that function again and it will bring up all the apps you have open. At that point you can click on the app you want or put the cursor over the app and flip your finger towards the top which will in turn close the app.I bought this second Magic Mouse 2 directly from Apple because I wanted space gray and Amazon was out of stock. Will I keep it? I think so. Is it worth $50.00 more than the Microsoft mouse that does most of what this does, probably not. But remember all things go on sale for the holidays and there's always a holiday just right around the corner.",-,2023-01-05
"Long battery life. Great mouse, no connectivity issues at all. The battery life is excellent. The only issue is that the charging port is on the bottom so you have to flip it upside down to charge. The USB-C to lightning charging cable is very nice and is shielded with fabric instead of rubber so it doesn't wear down as quickly.",-,2023-01-05
 It's exactly what you think It was super easy to connect but the charger is in an absolutely horrible spot.,-,2023-01-05
 Not ergonomics. Not ergonomics. Not for games. Excellent autonomy. It just takes some getting used to.,-,2023-01-05
"Sleek. Stylish. Feature-rich... and a nightmare to use. Apple products are known for their visual appeal and how they feel in the user's hand. The ""magic mouse"" has the electronics, sensors, and build quality to be one of the best mice around. What it doesn't have is a size that fits in an adult hand, or a base as wide as the top to keep it from lifting off the surface. The touch-sensitive area on the top is finicky, apparently deciding from time to time that you didn't really want it to perform the function you selected, you wanted something else. And lifting it off the surface to reposition it will certainly result in the touch-sensitive top deciding to perform some random act you didn't want. Why, Apple? I've heard that the sides of the iPhone took thousands of hours of trial and testing to make sure that when you pick it up, you not only have a solid grip, but it feels pleasing to the touch and natural to grip. A mouse is still an essential part of anything more involved than tablet-level device usage; it allows the user to quickly and accurately manipulate windows, select content, position items, and interact in more complex and precise ways than a touchpad can. So .... why the heck make something that looks so good, has some impressive electronics in it, connects seamlessly like other apple devices, yet an hour of using it has me shoving it aside in frustration and plugging a $20 generic USB mouse into an adapter because of frustration from having page flips not work, the unpleasant feeling of my fingertips getting semi-pinched between the top of the mouse and the base, and the desire to have a scrolling function that works right, the same way, every time .Beautiful product. I bring it with me when I need to look cool at a meeting. But if I actually need to do complicated work, I'll make sure I also chuck a cheap mouse in my bag to actually be productive.",-,2023-01-05
Great features and functionality Pros: Great navigation features Good feel and weight Long battery life Auto detects Mac device Cons: Sensitivity at highest setting is way too low.,-,2023-01-05
" Perfect for me A mouse is, as it turns out, is a very personal thing. I'm a painter and spend hours on Photoshop. The Magic Mouse is perfect for me. I rest the heel of my hand on the desk and with a light grip on the mouse I get all the precision I need. No hand fatigue, carpal or any other pain. Great precision and ease of motion. Once I discovered the Control + Click for Right Click, I was even more thrilled. As I said, it's a personal thing. For me it's the one.",-,2023-01-05
"Nothing ""Magic"" About Apple's Magic Mouse I'm very disappointed in the Apple ""Magic"" Mouse I purchased shortly after buying a new Mac Studio computer. After my hand got used to the sharp corners surrounding the top of the mouse, the mouse is a good size and relatively comfortable to hold. But scrolling with my forefinger on top of the mouse's surface is hit or miss. Frequently the movement of my finger isn't picked up by the mouse, and I have to keep repeating the movement and/or clicking the mouse's top to get the cursor moving, which is very annoying when working on a spreadsheet, email, letter or even scrolling down a web page. Also, when working on a spreadsheet, scrolling straight down is often interrupted with unwanted movements to the left or right down the page, which requires frequent ""re-setting"" of the cursor in the position I want... never had this problem with a simple scrolling wheel on top of a Logitech mouse, for example. Based on my experience using this mouse for the past two days, I find trying to place my cursor exactly where I want it is a bit of a challenge. Strangely -- and very un-Steve Jobs-like -- the lightning charging port is located on the underside of the mouse, making charging while using the mouse impossible. I also found it peculiar that while it was simple to connect my mouse to my Mac Studio was a breeze by initially using the charging cable, when I try setting up Bluetooth in the mouse settings, my computer says it can find the mouse... although I'm clearly connected by Bluetooth. While the mouse's design is elegant and sleek, the mouse's functions are clumsy, uncomfortable and unpredictable... which is unfortunate for a premium-priced $79 mouse. How come the company that invented the mouse can't make a better, more functional mouse?",-,2023-01-05
great. Just got a new Mac and needed a mouse that was compatible with my notebook and monitor. I tried a different mouse but it was jumpy. I hated to pay the apple price but it has been worth it.,-,2023-01-05
" Its apple quality Bought this a couple of weeks ago along with a num pad (not apple brand). Battery its still around 70%. As for quality, its apple.",-,2023-01-05
" Expensive, but it works good!! Use for spreadsheet. Don't like the pointer on screen, but it works ok!",-,2023-01-05
"Not the quality I was expecting This is just not the quality I was expecting from an Apple product. I have iPhone, Air Pods, Mac Book, and a keyboard - they are all really nice. This mouse is just disappointing. I've been using this mouse for a few months and there is just no getting used to the flaws. There is a lot of unintentional scrolling with this mouse. The scroll area goes pretty far back, so you can end up touching that area with your palm. I can't imagine how that would be useful. Also, the scroll area goes to the very, VERY edge, so even if you are gingerly holding it by the sides, you might be touching the top and make the mouse think you're trying to scroll. You'd think the mouse would be smart enough to filter that out - nope. With a scroll so sensitive, you'd think you'd immediately be able to scroll when you want to. Also no. I find myself running my finger over this thing two or three times before it realizes I wanted to scroll. Then there's the form factor. It's just too flat and small. You can become acclimated to the form factor, but I wouldn't call it comfortable. There is no middle click. Granted, most Apple software isn't designed with a middle click in mind, but, there are plenty of non-Apple applications that you might want to use and there are nice features behind the middle click. I would have also expected zoom on a mouse with the ability to accept two fingers. I don't understand why pinch and stretch aren't supported. The charge port is in a useless place. Even if you aren't intending to use it, seeing the mouse upside down or on its side while it's charging makes it look like it's half-disassembled and dead. There are things that I like about this mouse. I like the ability to scroll side to side as easily as up and down. I like the two-finger swipe back. The bluetooth connectivity is good. Battery life is good. But there are too many down-sides to this mouse. Apple really should have spent more time testing this. There is no magic in this magic mouse.",-,2023-01-05
"Functional but not comfortable This mouse was a bit of a flop in the comfort department. My wife and I found it too low profile to be comfortable while using with a lapdesk, it was tiresome on the hands to use for any period of time and forces your fingers into somewhat unnatural positions to operate it. Ergonomics aside the features and functionality all seemed to work, it paired easily, was responsive. We did find that it did not work well when remote controlling a windows PC from a Mac in ways that other regular mice did not struggle.",-,2023-01-05
"Perfect Companion for iPad I purchased an iPad Air with a Brydge Keyboard not too long ago, and felt like it was missing something as I carried out daily functions on it. The Magic Mouse 2 in Space Gray completed it. The incorporation of mouse support on iPadOS is a welcome feature, and its compatibility with the Series 2 Accessories is a nice touch. There are multiple features the Magic Mouse boasts, especially on a desktop and or laptop. I mainly appreciate the feature to swipe through my Home screen with ease on the mouse, as well as scroll through pages when I web browse. If you're looking to upgrade to a quality Apple mouse for use with your iPad and or iMac/MacBook , I say go for it. Otherwise there are cheaper alternatives. I mainly chose the Magic Mouse 2 due to the extra features it boasts on iPadOS, and that it's slimmer than most mice and could easily slip into a pouch and/or bag when traveling. On a side note there is also the Magic Trackpad 2 which is compatible with iPadOS and features similar touch features. I however always preferred using a mouse. If the features interest you but do not like using mice I would suggest looking into the Magic Trackpad 2. Overall its another quality product from Apple. The Space Gray matches well with my iPad Air & Keyboard, and in terms of functionality it does its job.",-,2023-01-05
Great I'm glad that it's rechargeable. I have an older one that took batteries. This is a welcome upgrade.,-,2023-01-06
" Complement good with my MacPro Complement good with my MacPro, but never tested with gaming though.",-,2023-01-06
 Didn't track well. I really liked this mouse however the tracking was awful. Bought a much cheaper one which tracks much better.,-,2023-01-06
" Better than track pad or keyboard arrows I got this because my direction arrows on my keyboard seldom worked if at all. Do not leave out on table, so forget to use it a lot, if sitting down for short sessions on laptop. It is just getting used to how to move my fingers along the top of mouse to move screen images the way I want.",-,2023-01-06
"Battery life is great, but doesn't support pinch to zoom. I was hoping this would be a combination of a Magic Trackpad and mouse, but the touch surface is less ergonomic than a scroll wheel and it doesn't support all of the gestures on a trackpad - no pinch to zoom and 3 finger scrolling between desktops is pretty bad (you can do it, but most of the time you end up flicking the mouse across the desk). Otherwise, after using it for a few months it's turned out to be very usable, but unless you really need a mouse, for a little more money you're probably better off buying a trackpad.",-,2023-01-06
" There is no substitute for these, but I wish there was. I love these mice. I have tried other mice. Nothing comes close to the ease of the Apple Magic Mouse, and I love the weight/sold feel of these. But I have three computers, and I end up buying one of these every 9 months or so. Not sure why they don't seem to last. Would love to buy something else instead, because these are expensive.",-,2023-01-06
Love it! Works like a charm. No problem.,-,2023-01-06
" Mouse “jumps” around / doesn't respond I used to LOVE this mouse. After about 5 months of use, the last two I purchased have started jumping around and failed to respond. (Significant delay before the cursor moves) Very frustrating. The first one? Still perfect. Love it. RELY on it. I'm not sure what changed, but I won't be buying another new one anytime soon. I keep plugging in my $10 mouse because my high end Magic won't work.",-,2023-01-06
" Apple quality! Everything you'd expect from Apple quality, but delivered literally the next day!",-,2023-01-06
" A magic mouse is a MUST! I worked on a desktop Macintosh for years (over 30) and when it came time for a new home computer, I got a MacBook Air M2, but there was no way I was going to navigate with a track pad. I love my Magic Mouse!",-,2023-01-06
 No usb cable Works great but had to use my old charger to connect. The cable it came with has only ac connection. How dumb....,-,2023-01-06
"Good for daily use I've enjoyed using this mouse. I like the fact that you can scroll sideways on the front surface of the mouse. All in all, I'm pretty happy with this mouse.",-,2023-01-06
" If you're thinking about switching from trackpad... Maybe I'm just too used to trackpads, but I think this is harder to use and I wish I hadn't spent the money. It's a nice and functional enough product, but for gaming and designing I can't find a good sensitivity setting (either too sensitive or I have to move my hand past the dimensions of my trackpad). That said, I can see people who use other mouses having a better experience.",-,2023-01-06
 5/5 I was so excited when the MMouse arrived the other day. We had been using the built in trackpad for years with my MacBook Pro and wanted a real mouse for something different.,-,2023-01-06
 No batteries to replace! Just like the original Magic Mouse but no batteries to replace.,-,2023-01-06
"Great Product I brought this product for my MacBook Air and I absolutely love it. It was very easy to pair, also holds a great charge for a long period of time.",-,2023-01-06
 Missing the usb-C to lightning cord it says on the box it's comes with one.,-,2023-01-06
" Love love love! Double tap with two fingers, swipe left, swipe right! You don't need a track pad. It does almost everything that a track pad does! Love the slim design that fits right into my palm. It also goes into sleep mode if I'm not using it, saving battery. I've been using it for a week now and didn't have to charge yet.",-,2023-01-06
 Genuine Apple Product Exactly what your looking for the genuine Apple Magic Mouse with the convenience of shopping through Amazon.,-,2023-01-06
" Doesn't seem as sensitive as other mice. Something just feels ""off"" about using this mouse. Maybe the touch modes need fine-tuning, but scrolling and other functions almost seem glitchy. For those wondering, mine is paired with a MacBook Pro 2.",-,2023-01-06
"Awesome Mouse I enjoy the mouse and its ease of use. Only issue is the charging port is on the bottom, so it can't be used during charge period.",-,2023-01-06
" Unexpectedly cool unique Magical Mouse, but why no leds and a front useful charging port???... Small, smooth, long battery life. As a recently new MAC user, I am loving the Magic Mouse. Still getting familiar with its capabilities and gesturing, but it's nice. I wish it had a charge port on front, along with an led to show its charging/charged/on...c'mon Apple, this mouse was on sale and it was still $75...yet charge port is on bottom, rendering it useless while charging?!? 1 star drop for that...otherwise I'd give 5.",-,2023-01-06
 V Very good,-,2023-01-06
"Great mouse I'm a mouse person. It's so much easier to work with than the little pad on my iMac. I didn't want to spend a lot on a mouse so I bought a cheap mouse. It came with an adapter that plugged into my laptop. Then one day, I bumped the adapter and it bent. It wouldn't work after that. I immediately bit the bullet and ordered the apple mouse. I should have done that in the first place. It came partially charged but I went ahead and charged it myself. That was almost two months ago and I still haven't had to charge it. I love that it is totally wireless without any adapters. If you're on the fence about whether or not to spend the extra money for this mouse, get off the fence and do it. It's the only one you'll want.",-,2023-01-06
 good GOOD,-,2023-01-06
" Great quality, put you'll pay for it. The of great features, rechargeable is nice.",-,2023-01-06
Good for music production but it'll probably be bad for gaming I use this mouse with the mac mini and it works fine for me. I mainly use my mac for music production and the scrolling on it helps a ton when I'm doing sound design or leveling volumes. Its a bit uncomfortable and small but it doesn't bother me but for gaming I definitely wouldn't recommend it.,-,2023-01-06
" There is no better mouse I converted to Apple products about 8 years ago and enjoy everyone of them but I have to tell you that my favorite item is my magic mouse. If you stop and think about it, the smallest and easiest item to use is you magic mouse. I was skeptical when I first saw it because it did not have a scroll wheel, like the other guys have, but I have soooooo much more control with my magic mouse because of the touch sensitive surface and with the simplest of gestures I can control so much more on my Macbook.",-,2023-01-06
"Not the best feel for a standing desk, otherwise okay I have a sit-stand desk, and I found that when I'm in standing mode, the shape is juuuust weird enough that it's a little weird to use. But while sitting, this thing is perfect! The gestures you can make on it are amazing. The perfect mouse to get with a Mac. I wish it still came in space gray!",-,2023-01-06
"Poorly designed, can't work and recharge at the same time It looks sleek, but I think that's all it has going for it. First off, it's small. if you have big hands, it's not going to be comfortable. I ended up buying some adhesive attachments to put on the sides to make it big enough so that I wasn't making a claw out of my hand all day. Clicking is loud compared to other mice. The touch gestures are only partially programmable. I never have need to use the side to side swipe gesture, but you can't turn it off, so many times a day I'm inadvertently moving my screen to the side and then having to move it back. If you are used to right clicking, it's not really accurate in detecting that either, leading to a lot of mistaken left clicks, opening menus you didn't want etc. But the absolute worst part of this thing is the charging port which is on the BOTTOM of the mouse. Meaning, if you run out of charge, you have to stop working and what, use your trackpad or find a different mouse? It's the dumbest engineering decision ever. After months of trying to put up with it I finally ditched it for a Logitech MX Master 3S, which is wayyy better.",-,2023-01-06
Magic mouse Love the mouse. Only thing I don't like is where you recharge it. On the bottom.,-,2023-01-06
 Works as expected It's nice to have another color besides just white.. and you only gotta feed it one block a cheese per week so that's good,-,2023-01-06
"Stylish, functional, expensive Carpal Tunnel device It's beautiful, works out of the box (just like you'd expect Apple products to work) and brings a lot of handy features. You can read all about that from the other 5-star reviews, internet so I won't repeat any of that here. This review is solely about what doesn't work - ergonomics. The design is not palm friendly and a few mins of usage will bring you pain as no other mouse has. To fix this, you need to make some additional investments - in the form of widening grips ASIN:B01MT7EN0F and a foam pad (google for Magic Mouse Fixed) that adds the palm-friendly contour to the mouse (see attached screenshot). I just got my foam but found it wasn't enough - you need the widening grips too.Another feature that is highly annoying is that the back of the mouse also acts as a touchpad, so every time you try to click a link and your Finger touches the surface, the web page will scroll a little. This little jump will make you miss the link as you need to move the mouse cursor to the new point or undo the scroll. As workarounds, you can lower tracking sensitivity or not use the touchpad feature at all - at which point you wasted 100 bucks for a glorified dumb mouse. The foam and the widening grips can alleviate this issue as they prevent contact from happening.So go ahead and spend 100 bucks on a stylish mouse, then spend around 30 bucks more in fixing it and you'll have the best mouse in the world . Or you can save those 100 bucks, and use the extra bucks to buy another Bluetooth mouse that will be a little less smooth and not so sexy looking but will work just fine and not give you Carpal Tunnel.",-,2023-01-06
 love it It is very comfortable to use the touch functions.,-,2023-01-06
 Not the most comfortable but really great. Okay. First off everyone knows the Magic Mouse is not the most comfortable or ergonomic mouse out there but with the addition of some rubber bumpers for the Magic Mouse purchased on Amazon the comfort issues have been resolved. Here is the most important thing. The Magic Mouse gestures are the reason you use this mouse. After using it for a while I can't do without the swipe and tap gestures you can do with this mouse. And it just looks right sitting next to my MacBook. I really like this mouse after getting used to it.,-,2023-01-06
 Obsessed! It's easy to connect and it really feels a lot better than my trackpad. When I'm working I need to constantly zoom in or out of things and this has made a huge difference. I'm happy with the purchase and the shipping time. The fact that I didn't have to go and pick it up from an Apple Store or wait over 3 days was such a plus. Thank you amazon prime!,-,2023-01-07
"Amazing mouse We recently switched from PC to Mac. Part of this move included the Magic Mouse. It's an incredibly comfortable mouse to use. The surface is enabled for gestures; swiping along the surface with your finger will scroll, for example. It's configurable to allow right-clicking as well. The battery life is amazing. I've only charged it once since we've had it and it's still a good week from needing a top-off. It pairs once with your mac and that's all that's ever needed. If you've got a Mac and you need a mouse, it makes sense to go with the official one. It's also a really good mouse in its own right, so the decision shouldn't be hard to make. :)",-,2023-01-07
" Great mouse, just wish the battery life was longer Great mouse, just wish the battery life was longer",-,2023-01-07
" Quality product. At first it's hard to get used to if you've used Windows mice for a long time, it's an excellent product. Battery consumption is around 1% per day.",-,2023-01-07
"Takes too long to connect As you might expect, Apple found a way to improve the mouse. That said, every other wireless mouse I've owned moved the cursor/arrow from the moment it was on the screen. This device takes long enough to connect to make a person wonder if it's going to work at all. Average or even sub-par performance is becoming far too common on Apple products, especially given their higher cost.",-,2023-01-07
" terrific Christmas gift for a student Though I am not the person who is using the silver Apple Mouse, I bought it for my grandson to go with his new Apple computer. He loves the computer and his mouse. I have used a mouse that is similar to this sleek, light, and easy to use silver mouse. Love the shape of this Apple mouse as it is contoured and fits right into the palm of your hand. Light as a feather, no long cords, easy to transport if taking the computer and mouse to school or to move to another place where you may want to study. Very good price. Got it so quickly after ordering and in plenty of time for Christmas.",-,2023-01-07
"Great design with one flaw Love the aesthetic and ergonomic design, but Apple should have corrected a design flaw by now. Since the lightning plug is on the bottom of the mouse it cannot be used while charging. I have both the mouse and trackpad, which can be used while the mouse is charging. The mouse does charge relatively quickly but this feature can be frustrating when in the middle of a project such as photo editing for which the mouse is the preferred device.",-,2023-01-07
 Smooth scrolling Very smooth scrolling on Mac but not as ergonomic as Microsoft mice.,-,2023-01-07
 Stopped working after 3 months Although it's an Apple product my mouse started working erratically 3 months after I bought it. Nothing I can do.,-,2023-01-07
"Sleek mouse with smooth user experience I love this mouse and am so glad I found a black version. It was extremely easy to set up and even came fully charged. All I had to do was plug it into my Macbook for the initial set-up/bluetooth connection and it's connected seamlessly ever since. Before this mouse, I was using a Magic Mouse that required batteries and the performance and convenience of this mouse is a huge improvement. Highly recommend!",-,2023-01-07
 Glad I went with Apple mouse Stays charged for a long time,-,2023-01-07
 Chill Mouse Very chill mouse man.,-,2023-01-07
"Gestures! I had been eyeballing either getting a trackpad or a magic mouse. One of my biggest grievances with bluetooth keyboards and mice had to do with how often I seemed to need to replace batteries. Along comes Apple with the built-in rechargeable battery magic mouse and I was sold. I've been a mac user for years and have ingrained the use of gestures using the trackpad, but I wasn't sold on using a trackpad full time. The magic mouse has the best of both worlds. At this point, using a regular mouse just won't work. I love the use of gestures while also having the accuracy of point-and-click of using a mouse. The slim design fits the profile of other mice I've used and works well for me as well. On top of it all, not only is the rechargeable functionality great, but the amount of time I've needed to spend charging both the magic mouse and keyboard because of the built-in sleep functionality can't be beat. If you're a regular mac user, you owe it to yourself to upgrade to the magic mouse.",-,2023-01-07
Wish I Switched Sooner Apple does it again. I went from a plug in mouse I used with my old Windows PC to this Bluetooth bad boy. My laptop is plugged into a docking station but this it's makes it so much easier to unplug and be efficient on the go. Only wish there was a light for battery life. However the change holds really well and I work 10-12 hour days.,-,2023-01-07
 This works well! I love this nifty little device. It's well-made and sturdy.,-,2023-01-07
 No more replacing batteries when they are more than half power left in them! This is FAR better than the old AA battery powered one. It connects instantly when you turn it on & press left side of mouse and works flawlessly. I have yet to have to recharge it. I just switch it off when I'm not using it & back on as needed. Great mouse!,-,2023-01-07
"poor ergonomics poor performance Was hoping the mouse wouldn't be as bad as some reviews are pointing out. Unfortunately, it's not even good enough to be 'average' in terms of comfort and performance. It does look good so it get's an extra star for that, but that's about it. Device is uncomfortable and poor to use for several reasons. It's too flat.2. Bluetooth does not deliver good enough performance for smooth pointer movement3. Does not glide well. Some good points:1. Swiping on surface of mouse is convenient.2. It's thin; good for portability.I replaced it with the Razor Orochi V2 which operates on either Bluetooth, or via a 2.4 wireless usb.At less than 1/2 the price, it glides better, can use Bluetooth in a pinch, or 2.4 wireless for really smooth pointer performance. It's compact, but taller than the apple mouse so it's more comfortable. Bottom line, I don't recommend this mouse unless you rarely use your computer and just want something nice to sit on your desk for aesthetic points.",-,2023-01-07
Easy to use. I like the feel of it and don't have to keep changing batteries.,-,2023-01-07
"The most uncomfortable $90 you will ever spend. But it looks DOPE in the advertisements! This is my second Magic Mouse 2, for the simple reason that I am fully assimilated into the Borg. As a graphic designer, the side swipe feature on the Magic Mouse 2 while using Adobe products is kind of the deal maker for me… despite after hours on this mouse, you have to check your hands to make sure you don't have stigmata, since it feels like your hand has been nailed to a piece of wood with a rusty railroad spike. That being said, it sure is puuurty in the ads and on video, but the actual ergonomics must have been engineered in a 12th century torture chamber by to succubus. I have added the aftermarket silicone bump + side ""pads"" so my mouse looks like it's ready to give birth. But at least now I can use the mouse without suffering premature arthritis, designed by Apple in California. And hey, my first one lasted almost 2 years [compared to my wife's el cheapo Logitec , which was running for more than 5 years until it went the way of the Dodo]. That's a testament to the Magic Mouse's durability, for sure. But I still love it. Because I am Apple and Apple is me. If you are an Apple fanboy/girl/they/them, you already know what you are getting into. If not, run… RUN!",-,2023-01-07
"Not bad Just bought this mouse for my son's Mac. It's a functional mouse. You scroll with it as if there is a scroll bar. It's just not very comfortable with my hand. I have longer fingers too, so maybe that's why. If only it could be used in window system！",-,2023-01-07
 Very good. Solid. The mouse is flawless.,-,2023-01-07
" Must work It is a Mac mouse, but the left click button only works when it wants to",-,2023-01-07
 Can't beat authentic Apple products Apple mouse functions perfectly,-,2023-01-07
 What you pay is what you got Using a Bluetooth mouse is a huge convenience when you have a small working area.,-,2023-01-07
"great little mouse I felt I had to write a review as reviews help me determine what to buy. I feel this little Magic Mouse is amazing. it feels great in my head and it works perfectly with my MacBook m1. I love the smoothness of it and the gestures. I highly recommend it. Some people saw it's uncomfortable in the hand, but I haven't felt that it is uncomfortable. It's actually very comfortable! mind you I don't game on my laptop, just casual word processing, typing, and emailing.",-,2023-01-07
 Good product It is ergonomic mode,-,2023-01-07
 Loved that I was able to get a different color than white. Purchased for ergonomic use. Loved it was available the following day.,-,2023-01-07
"Fits nicely in the hand but... Fits really nicely in my hand and all the extra gestures available unlike other mice are great. However, I got it with an M1 Macbook Pro, and to be unless the trackpad on the M1 Macbook pro is sufficient for most tasks. The mouse really comes out for special occasions. So really ask yourself if you'll use it enough to warrant the purchase before you buy.",-,2023-01-07
 Noisy and terrible scrolling The noise this mouse makes when clicking is horrible. It also doesn't scroll very fast even at fastest setting. returned. Very disappointed.,-,2023-01-07
"Long Lasting Battery I purchased this Magic Mouse 2 last year (July of 2019) and I have to say that I really like it! I upgraded from the first Magic Mouse, and I'm very glad that I did. It was very easy to pair with my iMac, and the gestures are recognized seamlessly. The battery has lasted me a few months at a time with daily, intermittent use. The only downside is that the charging port is on the bottom, so if the battery dies while you're in the middle of a project, you'll have to take a short break and charge for a few minutes, but that will be plenty to get your through the rest of the day. That's only happened to me once over the past year, so that won't affect my rating at all. I also find the mouse to be very sleek and stylish. If you're using a Mac and in the market for a mouse, I think it's worth taking advantage of all the features it has to offer.",-,2023-01-07
"Great for work, useful gestures Basically the best mouse to use with a mac. Perfect for work or casual browsing, not so much for gaming especially fps games. Gestures are very useful (Navigating screens, zoom etc.) Overall very happy with the purchase.",-,2023-01-07
"Easily the worst mouse I've ever used, a joke Forced to buy into the Apple ecosystem for work, I got tired of using the touchpad on my MBP for everything and wanted to get a nice mouse. I have plenty of nice mice already but they all have USB-A connectors. The Magic Mouse is bluetooth only, and you can't use it while charging because of the bizarre decision to put the charging port on the bottom. Forget this mouse if you need accuracy or low latency. MacOS has truly atrocious mouse acceleration forced on by default, which slows your cursor when you're moving your hand slowly trying to make fine adjustments, and the only way to disable it is by entering code through the terminal. Seriously. After disabling mouse acceleration, the speed of the cursor is locked to one setting and cannot be altered, changing the cursor speed will re-enable mouse acceleration. Seriously. The sensor is unbelievably low quality, and the cursor jitters and jumps around when trying to make small adjustments, even with the mouse sitting on a high quality mousepad. It's on par with a $9.99 mouse you'd get at CVS. If you've ever used a real mouse from Logitech or Razer, this mouse will be unusable for you. I've wasted more time trying to get it feeling right than I would have saved just suffering through the MBP touchpad. Don't take my word on the awful sensor though: it's measurably, objectively, empirically terrible. The laser resolution is measured at 1300 DPI. The Logitech G502 I bought half a decade ago for half the price is configurable up to 25600 DPI, 20x the resolution and accuracy. Twenty times. For half the price.""Ergonomics"" are a cruel joke. Every other mouse I have conforms to my hand, is a nice weight, feels comfortable. A good mouse feels like it was molded for your hand, and is a natural fit. The Magic Mouse doesn't fit your hand, though. It doesn't fit anyone's hand. This mouse sacrifices all semblance of ergonomics for the sake of aesthetics. It doesn't look good, but it looks like all the other Apple products you own, and that apparently matters a lot more than it not giving you carpal tunnel. I don't understand the high ratings. This must be the only mouse they've ever used. There are other mice out there; please do yourself a favor and buy one that actually works for half the price.",-,2023-01-07
awesome mouse it worse it,-,2023-01-07
 Perfectly integrated with macOS This was a replacement for an older mouse that I purchased in 2013. I really like the fact that it is rechargeable and the battery life is very good. I only have to recharge about every three weeks and I am on my MacBook about nine hours each weekday. The best feature is the mouse gestures. I run four desktops and with just two fingers I can rotate through all of them. It is fully customizable as to what each gesture does. Overall I am completely satisfied.,-,2023-01-07
 Best Mouse Ever The Apple Mouse is so easy to use and beautifully designed. Absolutely worth the money.,-,2023-01-07
 Wish I bought a rechargeable mouse sooner Rechargeable! Why have I been replacing AA batteries in my Magic Mouse for the last few years? Even the click action in my new rechargeable mouse is better than my old battery mouse.,-,2023-01-07
rechargeable no need for batteries I had an old magic mouse that I replaced. I did not realize the new one had a rechargeable outlet to the computer. No need for batteries. This is for a 27 inch i mac. The cord that came with it did not work. Couldn't plug it into the back of the computer. Had to buy another cord from Apple with a USB plug on the end. works like a charm.,-,2023-01-07
" Long life battery I don't use it with games, but It appears not to be the best. But using it on a daily is very good. Maybe the best.",-,2023-01-07
" Battery holds well. Works well. Battery retains charge for quite a bit. I am more used to multiple key mice, but for what I am using it for, it works great!",-,2023-01-07
" Good product. It arrived in good condition, original product, I recommend it.",-,2023-01-07
"Great replacement!! My old Magic Mouse used AA batteries, and was constantly losing connection to my computer. The mouse would double click items that I only single clicked, very annoying. This new mouse brought me up at least 5 years and has the rechargeable battery!! Great item!!! The Mouse came with a USBc-to-lightning cable, but my computer has the original USB connection, so I had to use my existing charge line to sync the mouse with the computer and charge it. No problem there!!",-,2023-01-07
SEES IT!!!! love this product I have a space gray MacBook Pro so it was a no brainer to buy the space gray Mouse it matches up with the computer really good. Love the instant bluetooth connectivity it fast and nothing needs to be done to it to have it connect to your computer. I do find that after you but you computer into sleep mode and you turn off your mouse you conserve the battery that when you want to get on it again it is easier to turn the mouse on first then open the computer to and then the mouse should be working right away I will still work if you open the computer first but then when you turn on the mouse it takes a minute to connect. I also love that you can unlock your computer with your Apple Watch is on your wrist that is a really cool feature. So all in all I love this product I look forward to using this mouse for years to come???,-,2023-01-07
" Awesome multifunction mouse Just like the apple track pad, this mouse does it all! Awesome semi transparent black ""glass"" top is really nice too.",-,2023-01-07
"very responsive light, easy to recharge",-,2023-01-07
 5/5 A great device for work,-,2023-01-07
" INEFFECTIVE FROM THE START — DEFECTIVE Purchased this mouse in Dec. of last year and have had ""over sensitivity"" issues with regards to the scroll feature. (scrolls through pages without my intent by barely touching it)I turned all extra settings off in an attempt to make things better....but it still is problematic.I noticed that the top plate of the mouse wiggles back & forth slightly ( left to right)....as if it has ""a little play"" in the assembly. I called apple to send me a replacement (which they were happy to do) so my fingers are crossed that the new mouse will function better. I honestly prefer the old model ""roller ball"" mouse better. It is more precise and faster when scrolling which saves a ton of time and strain on my wrist. I wish apple would bring back the rollerball. They just work better!",-,2023-01-07
"Its the whole mouse Its the whole mouse. You can swipe, scroll, and click the whole mouse. the whole mouse.",-,2023-01-07
 Love the portable/rechargeable mouse I love that the mouse is portable and doesn't need a battery. I've been using it for the past few months now and haven't had any issues with it. The charge lasts for days and is never a problem. It's very small and portable to use as well. I would recommend!,-,2023-01-07
 good nice,-,2023-01-07
" Battery life is excellent I was worried I would have to charge the battery during the day which would not be practical. Instead, I've owned the mouse for months and still have not needed to charge the battery. Great job Apple!",-,2023-01-07
 Works great It is magic! except on granite LOL. Had to get a pad. But great mouse.,-,2023-01-07
